ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
45998,Dennis Roscoe Hardman,M,37,175,74,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",NA
45998,Dennis Roscoe Hardman,M,37,175,74,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
45998,Dennis Roscoe Hardman,M,41,175,74,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
45998,Dennis Roscoe Hardman,M,41,175,74,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
45998,Dennis Roscoe Hardman,M,41,175,74,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
45999,Harold Payne Hardman,M,26,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Football,Football Men's Football,Gold
46000,Oskar Hardmeier,M,22,168,62,Switzerland,SUI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,NA
46000,Oskar Hardmeier,M,22,168,62,Switzerland,SUI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,NA
46001,Thomas Hardmeier,M,21,178,69,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual,NA
46002,Werner Gustaf Hilmer Hardmo (Pettersson-),M,31,176,70,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 10 kilometres Walk,NA
46003,"Helen Joyce ""Joy"" Hardon (Brookes-)",F,35,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Women's Foil, Individual",NA
46004,Nadine Hrdter,F,27,166,60,Germany,GER,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,NA
46005,Richard Hardware,M,21,183,77,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,NA
46006,Harold Hampton Hardwick,M,23,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,NA
46006,Harold Hampton Hardwick,M,23,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,Bronze
46006,Harold Hampton Hardwick,M,23,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
46006,Harold Hampton Hardwick,M,23,NA,NA,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
46007,Peggy Hardwiger,F,24,166,56,Germany,GER,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Women's Two Person Dinghy,NA
46008,"Albert ""Ab"" Hardy",M,37,NA,NA,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,NA
46008,"Albert ""Ab"" Hardy",M,37,NA,NA,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 1,500 metres",NA
46009,Adrien Hardy,M,22,197,87,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,NA
46009,Adrien Hardy,M,26,197,87,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Gold
46009,Adrien Hardy,M,30,197,87,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,NA
46009,Adrien Hardy,M,33,197,87,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,NA
46010,Amanda Jane Hardy,F,24,163,58,Australia-1,AUS,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Mixed Doubles,NA
46010,Amanda Jane Hardy,F,24,163,58,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Doubles,NA
46010,Amanda Jane Hardy,F,28,163,58,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Mixed Doubles,NA
46010,Amanda Jane Hardy,F,28,163,58,Australia-2,AUS,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Doubles,NA
46011,Benjamin Hardy,M,25,198,97,Australia,AUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,NA
46011,Benjamin Hardy,M,29,198,97,Australia,AUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,NA
46012,"Catherine ""Cathy"" Hardy (-Lavender)",F,22,157,47,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,NA
46012,"Catherine ""Cathy"" Hardy (-Lavender)",F,22,157,47,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,NA
