ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
113744,Ruth Sophia Spelmeyer,F,25,173,59,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
113745,Brad Spence,M,25,184,91,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
113745,Brad Spence,M,25,184,91,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,NA
113745,Brad Spence,M,29,184,91,Canada,CAN,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,NA
113746,Eric Spence,M,23,183,68,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,NA
113747,Errol Spence,M,22,178,69,United States,USA,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,NA
113748,Heath Spence,M,33,180,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,NA
113748,Heath Spence,M,33,180,102,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,NA
113749,James Fleming Drever Spence,M,32,NA,NA,Mouchette-2,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Silver
113750,Lansford Spence,M,25,188,75,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113751,Hubert Leonard Spence,M,27,NA,NA,Bermuda,BER,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,NA
113751,Hubert Leonard Spence,M,27,NA,NA,Bermuda,BER,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
113751,Hubert Leonard Spence,M,27,NA,NA,Bermuda,BER,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,NA
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,NA
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,24,177,71,West Indies Federation,WIF,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,NA
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,24,177,71,West Indies Federation,WIF,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
113752,"Malcolm Emanuel Augustus ""Mal"" Spence",M,28,177,71,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113753,Malcolm Clive Spence,M,19,187,76,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
113753,Malcolm Clive Spence,M,22,187,76,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,Bronze
113753,Malcolm Clive Spence,M,22,187,76,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113754,"Melville Emanuel Alfonso ""Mel"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,NA
113754,"Melville Emanuel Alfonso ""Mel"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
113754,"Melville Emanuel Alfonso ""Mel"" Spence",M,20,177,71,Jamaica,JAM,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113754,"Melville Emanuel Alfonso ""Mel"" Spence",M,28,177,71,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,NA
113755,Mhairi Spence,F,26,171,71,Great Britain,GBR,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,NA
113756,"Patrick Dennis Benham ""Pat"" Spence",M,26,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,NA
113757,Ronald John Spence,M,19,174,71,Zimbabwe,ZIM,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,NA
113758,"Steven Anthony ""Steve"" Spence",M,30,175,62,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,NA
113759,Vivienne Spence (-Gardner),F,23,165,59,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,NA
113760,Walter Percy Spence,M,27,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,NA
113760,Walter Percy Spence,M,27,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
113760,Walter Percy Spence,M,27,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,NA
113760,Walter Percy Spence,M,31,NA,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,NA
113760,Walter Percy Spence,M,31,NA,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,NA
113760,Walter Percy Spence,M,31,NA,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
113760,Walter Percy Spence,M,31,NA,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horse Vault,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Parallel Bars,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horizontal Bar,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rings,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Pommelled Horse,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,NA
113761,Albert Spencer,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Side Horse,NA
113762,Arthur Spencer,M,37,180,73,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
113763,Ashley Spencer,F,23,178,59,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Bronze
113764,"David William ""Bill"" Spencer",M,31,180,70,United States,USA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
113764,"David William ""Bill"" Spencer",M,31,180,70,United States,USA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
113764,"David William ""Bill"" Spencer",M,31,180,70,United States,USA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
113765,"William Allen ""Bill"" Spencer",M,27,180,70,United States,USA,1964 Winter,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,NA
113765,"William Allen ""Bill"" Spencer",M,31,180,70,United States,USA,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 20 kilometres,NA
113765,"William Allen ""Bill"" Spencer",M,31,180,70,United States,USA,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA
113766,Brian Robert Spencer,M,22,175,73,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,NA
113767,"Emerson Lane ""Bud"" Spencer",M,21,183,72,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
113768,Dane R. Spencer,M,24,178,86,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
113769,David Spencer,M,23,180,68,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
113770,Denise Dowling Spencer (-Henderson),F,18,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,NA
113770,Denise Dowling Spencer (-Henderson),F,18,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,NA
113771,Diana May Spencer,F,18,NA,NA,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Diving,Diving Women's Platform,NA
113772,Edward Adams Spencer,M,26,165,53,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 10 mile Walk,Bronze
113773,"Galen Carter ""G. C."" Spencer",M,63,165,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Double American Round,NA
113773,"Galen Carter ""G. C."" Spencer",M,63,165,NA,Potomac Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Gold
113774,James Spencer,M,19,NA,NA,Great Britain,GBR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
113774,James Spencer,M,19,NA,NA,Great Britain,GBR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
113775,Jean Charlotte Spencer,F,24,165,60,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,NA
113775,Jean Charlotte Spencer,F,24,165,60,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,NA
113775,Jean Charlotte Spencer,F,24,165,60,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,NA
113775,Jean Charlotte Spencer,F,24,165,60,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,NA
113775,Jean Charlotte Spencer,F,24,165,60,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,NA
113776,Jeffrey Eric Spencer,M,21,175,75,United States,USA,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's Sprint,NA
113776,Jeffrey Eric Spencer,M,21,175,75,United States,USA,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",NA
113777,Joseph Whittelsey Spencer,M,26,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,NA
113777,Joseph Whittelsey Spencer,M,26,NA,NA,United States,USA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,NA
113778,Kaliese Spencer,F,25,180,75,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,NA
113779,Keisha Spencer,F,22,176,61,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,NA
113780,Kyle Spencer,M,24,190,80,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,NA
113781,Levern Donaline Spencer,F,24,179,48,Saint Lucia,LCA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,NA
113781,Levern Donaline Spencer,F,28,179,48,Saint Lucia,LCA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,NA
113781,Levern Donaline Spencer,F,32,179,48,Saint Lucia,LCA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,NA
113782,Lindsay Philip Spencer,M,18,177,72,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,NA
113782,Lindsay Philip Spencer,M,18,177,72,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,NA
113783,Mary Spencer,F,27,180,73,Canada,CAN,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,NA
113784,"Pamela Ann ""Pam"" Spencer (-Marquez)",F,18,184,68,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,NA
113784,"Pamela Ann ""Pam"" Spencer (-Marquez)",F,26,184,68,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's High Jump,NA
113785,Patrick Spencer,M,NA,NA,NA,Antigua and Barbuda,ANT,1976 Summer,1976,Summer,Montreal,Cycling,Cycling Men's Sprint,NA
113786,"Percival ""Percy"" Spencer",M,21,182,68,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,NA
113786,"Percival ""Percy"" Spencer",M,21,182,68,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,NA
113787,Richard Spencer Campbell,M,21,183,75,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,NA
113788,Sean James Spencer,M,29,165,82,Greece,GRE,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,NA
113789,"Sydney Albert ""Sonny"" Spencer",M,20,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
113790,Tim Spencer,M,16,NA,NA,Australia,AUS,1960 Winter,1960,Winter,Squaw Valley,Figure Skating,Figure Skating Men's Singles,NA
113791,William Octavius Spencer,M,23,176,60,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
113791,William Octavius Spencer,M,27,176,60,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
113792,"Akhnaten A. ""Akhi"" Spencer-El",M,21,180,84,United States,USA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Individual",NA
113793,Daniel Spengler,M,30,183,86,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,NA
113794,Fritz Spengler,M,27,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Gold
113795,Horst Spengler,M,26,181,82,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,NA
113796,Jrg Spengler,M,37,186,81,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Multihull,Bronze
113797,William Frederick Spengler,M,31,185,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Heavyweight,NA
113798,Isabelle Spennato,F,23,178,70,France,FRA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Individual",NA
113798,Isabelle Spennato,F,23,178,70,France,FRA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",NA
113798,Isabelle Spennato,F,27,178,70,France,FRA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Individual",NA
113798,Isabelle Spennato,F,27,178,70,France,FRA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",NA
113799,Silvia Sperber (-Seiderer),F,19,157,45,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Air Rifle, 10 metres",NA
113799,Silvia Sperber (-Seiderer),F,23,157,45,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
113799,Silvia Sperber (-Seiderer),F,23,157,45,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
113799,Silvia Sperber (-Seiderer),F,27,157,45,Germany,GER,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",NA
113799,Silvia Sperber (-Seiderer),F,27,157,45,Germany,GER,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",NA
113800,Christian Sperl,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,NA
113800,Christian Sperl,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",NA
113800,Christian Sperl,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",NA
113800,Christian Sperl,M,NA,NA,NA,"Milwaukee Turnverein, Milwaukee",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,NA
113801,Milan perl,M,21,179,70,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
113801,Milan perl,M,21,179,70,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
113801,Milan perl,M,21,179,70,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,NA
113801,Milan perl,M,25,179,70,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
113801,Milan perl,M,25,179,70,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,NA
113801,Milan perl,M,29,179,70,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
113802,Sonja Sperl,F,19,NA,NA,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Downhill,NA
113802,Sonja Sperl,F,23,NA,NA,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,NA
113802,Sonja Sperl,F,23,NA,NA,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
113802,Sonja Sperl,F,23,NA,NA,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Slalom,NA
113803,Alexander Sperling,M,22,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,NA
113803,Alexander Sperling,M,22,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",NA
