ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,NA
12038,Silvana Blagoeva,F,19,NA,NA,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
12038,Silvana Blagoeva,F,19,NA,NA,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 15 kilometres,NA
12038,Silvana Blagoeva,F,19,NA,NA,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,NA
12039,Yordanka Blagoeva Ivanova,F,21,175,64,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's High Jump,NA
12039,Yordanka Blagoeva Ivanova,F,25,175,64,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,Silver
12039,Yordanka Blagoeva Ivanova,F,29,175,64,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,Bronze
12039,Yordanka Blagoeva Ivanova,F,33,175,64,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's High Jump,NA
12040,Jelena Blagojevi,F,23,181,70,Serbia,SRB,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,NA
12041,Milan Blagojevic,M,22,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,NA
12042,Bla Blagotinek,M,22,202,108,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,NA
12043,Vasily Vyacheslavovich Blagov,M,17,176,76,Soviet Union-3,URS,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Mixed Pairs,NA
12044,Constantin Blaha,M,20,178,76,Austria,AUT,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,NA
12044,Constantin Blaha,M,28,178,76,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,NA
12045,Frantiek Blha,M,NA,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",NA
12046,"August ""Gustav"" Blaha",M,24,NA,NA,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,NA
12047,Klmn Blah,M,28,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",NA
12048,Alana Olga Blahoski,F,23,170,57,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
12049,Jana Blahov,F,23,182,69,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",NA
12050,Boris Blai,M,39,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",NA
12051,Philippe Blain,M,28,193,89,France,FRA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,NA
12052,Willy Blain,M,22,175,63,France,FRA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,NA
12052,Willy Blain,M,26,175,63,France,FRA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,NA
12053,Adrian Blair,M,20,166,62,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,NA
12054,Bonnie Kathleen Blair (-Cruikshank),F,19,165,59,United States,USA,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Speed Skating Women's 500 metres,NA
12054,Bonnie Kathleen Blair (-Cruikshank),F,23,165,59,United States,USA,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Women's 500 metres,Gold
12054,Bonnie Kathleen Blair (-Cruikshank),F,23,165,59,United States,USA,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
12054,Bonnie Kathleen Blair (-Cruikshank),F,23,165,59,United States,USA,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,500 metres",NA
12054,Bonnie Kathleen Blair (-Cruikshank),F,27,165,59,United States,USA,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Women's 500 metres,Gold
12054,Bonnie Kathleen Blair (-Cruikshank),F,27,165,59,United States,USA,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
12054,Bonnie Kathleen Blair (-Cruikshank),F,27,165,59,United States,USA,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 1,500 metres",NA
12054,Bonnie Kathleen Blair (-Cruikshank),F,29,165,59,United States,USA,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,Gold
12054,Bonnie Kathleen Blair (-Cruikshank),F,29,165,59,United States,USA,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
12054,Bonnie Kathleen Blair (-Cruikshank),F,29,165,59,United States,USA,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",NA
12055,Clyde Amel Blair,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,NA
12055,Clyde Amel Blair,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,NA
12055,Clyde Amel Blair,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,NA
12056,"James Howard ""Jim"" Blair",M,22,183,76,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
12057,Kelly L. Blair (-LaBounty),F,25,181,61,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Heptathlon,NA
12058,Lee Everett Blair,M,20,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Gold
12058,Lee Everett Blair,M,20,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",NA
12059,"Peter Steele ""Pete"" Blair",M,24,188,141,United States,USA,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
12060,Robert James Blair,M,23,187,79,Great Britain-2,GBR,2004 Summer,2004,Summer,Athina,Badminton,Badminton Mixed Doubles,NA
12061,Rosetta Phoebe Blair-White (Newell-),F,29,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Singles,NA
12061,Rosetta Phoebe Blair-White (Newell-),F,29,NA,NA,Ireland-2,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,NA
12061,Rosetta Phoebe Blair-White (Newell-),F,29,NA,NA,Ireland,IRL,1924 Summer,1924,Summer,Paris,Tennis,Tennis Women's Doubles,NA
12062,"Julie Blaise (-Olnus, -Muller)",F,16,187,64,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,NA
12062,"Julie Blaise (-Olnus, -Muller)",F,16,187,64,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
12062,"Julie Blaise (-Olnus, -Muller)",F,16,187,64,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
12063,"Berndt Stephan ""Ben"" Blaisse",M,24,NA,NA,Netherlands,NED,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,Speed Skating Men's 500 metres,NA
12064,Robbert Stephan Blaisse,M,19,NA,NA,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,NA
12065,Steven Joseph Blaisse,M,20,180,72,Netherlands,NED,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Pairs,NA
12065,Steven Joseph Blaisse,M,24,180,72,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,Silver
12066,Ioan Marian Blaj,M,23,180,68,Romania,ROU,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
12066,Ioan Marian Blaj,M,23,180,68,Romania,ROU,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA
12066,Ioan Marian Blaj,M,23,180,68,Romania,ROU,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,NA
12066,Ioan Marian Blaj,M,27,180,68,Romania,ROU,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,NA
12066,Ioan Marian Blaj,M,27,180,68,Romania,ROU,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,NA
12067,Gavril Blajek,M,21,181,83,Romania,ROU,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,NA
12068,Arthur Charles Blake,M,24,NA,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Silver
12068,Arthur Charles Blake,M,24,NA,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,NA
12069,Arthur J. Blake,M,22,180,68,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,NA
12069,Arthur J. Blake,M,25,180,68,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,NA
12070,Christopher John Blake,M,31,180,81,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual,NA
12070,Christopher John Blake,M,35,180,81,Australia,AUS,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Individual,NA
12070,Christopher John Blake,M,35,180,81,Australia,AUS,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Team,NA
12071,Dennis Anthony Blake,M,21,186,70,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,NA
12071,Dennis Anthony Blake,M,21,186,70,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,NA
12071,Dennis Anthony Blake,M,25,186,70,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
12072,Doris Enid Blake,F,24,NA,NA,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,NA
12073,Eric John Blake,M,22,177,71,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,NA
12074,Ernest Blake,M,24,NA,NA,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,NA
12075,George Bernard Blake,M,27,167,62,Australia,AUS,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",NA
12075,George Bernard Blake,M,27,167,62,Australia,AUS,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 5 mile,NA
12075,George Bernard Blake,M,27,167,62,Australia,AUS,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Marathon,NA
12075,George Bernard Blake,M,29,167,62,Australasia,ANZ,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 5 mile,NA
12075,George Bernard Blake,M,29,167,62,Australasia,ANZ,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Marathon,NA
12076,Helen Blake,F,25,170,52,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,NA
12076,Helen Blake,F,25,170,52,Jamaica,JAM,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,NA
12077,"John Percy ""Jack"" Blake",M,33,183,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",NA
12077,"John Percy ""Jack"" Blake",M,37,183,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",NA
12077,"John Percy ""Jack"" Blake",M,45,183,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",NA
12077,"John Percy ""Jack"" Blake",M,45,183,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",NA
12078,James Riley Blake,M,28,185,83,United States,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
12078,James Riley Blake,M,28,185,83,United States-2,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
12079,Jason Wayne Blake,M,32,178,82,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
12080,Kevin William Blake,M,23,175,100,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight I,NA
12080,Kevin William Blake,M,27,175,100,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight I,NA
12081,Lorna Blake,F,14,167,50,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,NA
12081,Lorna Blake,F,14,167,50,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,NA
12081,Lorna Blake,F,14,167,50,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,NA
12081,Lorna Blake,F,14,167,50,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
12082,Paul Gane Blake,M,25,181,80,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,NA
12083,"Robert Bowlby ""Rob"" Blake",M,28,193,102,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
12083,"Robert Bowlby ""Rob"" Blake",M,32,193,102,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
12083,"Robert Bowlby ""Rob"" Blake",M,36,193,102,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
12084,Tanya-Gee Blake,F,33,167,58,Malta,MLT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,NA
12085,Trevor Williams Blake,M,27,171,72,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,NA
12086,Yohan Blake,M,22,180,80,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,Silver
12086,Yohan Blake,M,22,180,80,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,Silver
12086,Yohan Blake,M,22,180,80,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
12086,Yohan Blake,M,26,180,80,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
12086,Yohan Blake,M,26,180,80,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,NA
12086,Yohan Blake,M,26,180,80,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
12087,Cori Lyn Blakebrough,F,33,174,61,Canada,CAN,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,NA
12088,Peter Blakeley,M,25,183,84,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,NA
12089,"Margot Victoria Blakely (-Bursill, -Hawley)",F,17,163,70,New Zealand,NZL,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,NA
12090,Stuart S. Blakely,M,19,NA,NA,New Zealand,NZL,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,NA
12090,Stuart S. Blakely,M,19,NA,NA,New Zealand,NZL,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
12090,Stuart S. Blakely,M,19,NA,NA,New Zealand,NZL,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,NA
12090,Stuart S. Blakely,M,23,NA,NA,New Zealand,NZL,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,NA
12090,Stuart S. Blakely,M,23,NA,NA,New Zealand,NZL,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
12090,Stuart S. Blakely,M,23,NA,NA,New Zealand,NZL,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom,NA
12091,Laura Kate Blakeman,F,21,160,56,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, Slalom",NA
12092,Henry Edward Hugh Blakeney,M,21,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,NA
12092,Henry Edward Hugh Blakeney,M,21,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,NA
12093,Ronald John Blaker,M,24,170,65,Kenya,KEN,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
12094,Sarah Christine Blakeslee,F,19,170,56,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",NA
12095,Henrik Blakskjr,M,29,194,90,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Gold
12096,Alexis Blanc,M,23,175,68,France,FRA,1994 Winter,1994,Winter,Lillehammer,Freestyle Skiing,Freestyle Skiing Men's Aerials,NA
